,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
220,KEN,Kenya,Lake Turkana,WRI1000054,310.0,2.6447,36.7378,Wind,,,,2017.0,Lake Turkana Wind Power Ltd.,Lake Turkana Wind Power,http://ltwp.co.ke/,WRI,,,,,,,,,,,,,,,662.59,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
221,KEN,Kenya,Masinga,WRI1000043,40.0,-0.879,37.588,Hydro,,,,1980.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=kengen-download,GEODB,1020721,,,,,,,,,,121.25,156.19,158.21,156.16,152.32,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
222,KEN,Kenya,Ngong,WRI1061215,25.5,-1.3811,36.6356,Wind,,,,1993.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=content/wind,WRI,1020718|1080954,,,,,,,,,,54.35,48.32,51.33,51.76,48.54,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
223,KEN,Kenya,Olkaria I,WRI1000048,45.0,-0.8893,36.2557,Geothermal,,,,1981.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=content/geothermal-plants,WRI,,,,,,,,,,,,,,,350.71,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
224,KEN,Kenya,Olkaria I,WRI1061218,185.0,-0.8933,36.3086,Geothermal,,,,1981.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=kengen-download,WRI,1020737,,,,,,,,,,,,,,1441.84,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
225,KEN,Kenya,Olkaria I units 4 & 5,WRI1061219,140.0,-0.891,36.2961,Geothermal,,,,2015.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=content/geothermal-plants,WRI,,,,,,,,,,,,,,,1091.12,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
226,KEN,Kenya,Olkaria II,WRI1061221,105.0,-0.8644,36.2985,Geothermal,,,,1982.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=content/geothermal-plants,WRI,1020739,,,,,,,,,,,,,,818.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
227,KEN,Kenya,Olkaria III (Orpower 4),WRI1061220,139.0,-0.8905,36.2892,Geothermal,,,,2015.0,Ormat Technologies Inc,Ormat ; Kenya Power,http://www.ormat.com/en/projects/all/main/ ; http://www.kplc.co.ke/AR2016/KPLC%202016%20Annual%20Report%20Upload.pdf,WRI,1020738,,,,,,,,,,,,,,1083.33,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
228,KEN,Kenya,Olkaria IV,WRI1061217,140.0,-0.9186,36.3338,Geothermal,,,,2014.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=content/geothermal-plants,WRI,1020740,,,,,,,,,,,,,,1091.12,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
229,KEN,Kenya,Rabai,WRI1061214,90.0,-3.9334,39.5626,Oil,,,,2009.0,Rabai Power Company,BWSC,http://www.bwsc.com/Rabai-Power-Plant--Kenya.aspx?ID=208,WRI,1068345,,,,,,,,,,,,,,178.73,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
230,KEN,Kenya,Sondu Miru,WRI1061222,60.0,-0.3426,34.8521,Hydro,,,,2007.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=content/hydro-power-stations,WRI,1020745,,,,,,,,,,203.03,242.99,252.62,246.7,247.35,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
231,KEN,Kenya,Tana,WRI1000046,20.0,-0.7854,37.2654,Hydro,,,,2011.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=kengen-download,GEODB,1064103,,,,,,,,,,63.09,79.35,83.57,79.04,80.98,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
232,KEN,Kenya,Thika,WRI1061223,88.0,1.0605,37.0508,Oil,,,,2012.0,Thika Power Ltd,MAN Power plants,http://powerplants.man.eu/references/projects/thika-power-plant,WRI,1084747,,,,,,,,,,,,,,174.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
233,KEN,Kenya,Turkwel,WRI1000047,106.0,1.9138,35.3443,Hydro,,,,1990.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=kengen-download,WRI,1020714,,,,,,,,,,396.68,465.18,469.58,466.1,457.92,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
234,LSO,Lesotho,'Muela,WRI1023088,72.0,-28.7804,28.4535,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1021904,,,,,,,,,,184.77,184.77,184.77,185.28,184.77,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
235,LBR,Liberia,Luke Lec,WRI1023089,13.3,6.35,-10.7833,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
236,LBR,Liberia,Mount Coffee,WRI1023090,60.0,6.5119,-10.6767,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1021926,,,,,,,,,,305.05,305.05,281.19,195.88,218.71,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
237,LBY,Libya,Al Khums,WRI1023832,1000.0,32.6204,14.3312,Gas,Oil,,,1995.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,WRI,1109733,,,,,,,,,,,,,,3989.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
238,LBY,Libya,Az Zawiyah,WRI1023835,1440.0,32.7882,12.674,Gas,Oil,,,2003.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,WRI,,,,,,,,,,,,,,,5744.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
239,LBY,Libya,Derna Steam Station,WRI1023829,65.0,32.781,22.5874,Oil,,,,1985.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,GEODB,,,,,,,,,,,,,,,174.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
240,LBY,Libya,Double Corner Power Station 1,WRI1023822,480.0,32.7899,12.6703,Gas,Oil,,,2000.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,WRI,,,,,,,,,,,,,,,1914.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
241,LBY,Libya,Gulf of Sirte,WRI1023831,350.0,31.2174,16.347,Gas,Oil,,,2016.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,WRI,,,,,,,,,,,,,,,1396.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
242,LBY,Libya,Misrata,WRI1023823,500.0,32.3326,15.2319,Gas,Oil,,,2010.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,GEODB,,,,,,,,,,,,,,,1994.78,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
243,LBY,Libya,North Benghazi Station 1,WRI1023821,1040.0,32.2027,20.133,Gas,Oil,,,1979.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,GEODB,1015259,,,,,,,,,,,,,,4149.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
244,LBY,Libya,South Tripoli,WRI1023824,147.0,32.776,13.0983,Gas,Oil,,,1994.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,GEODB,1015279,,,,,,,,,,,,,,586.46,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
245,LBY,Libya,Tobruk Steam Station,WRI1023830,65.0,32.0582,23.9814,Oil,,,,1985.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,WRI,1015276,,,,,,,,,,,,,,174.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
246,LBY,Libya,West Tripoli,WRI1023828,185.0,32.8251,12.9739,Oil,,,,1976.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,GEODB,1015280,,,,,,,,,,,,,,496.5,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
247,LBY,Libya,Western Mountain Station- Ruwais,WRI1023827,624.0,31.9559,11.1447,Gas,Oil,,,2005.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,GEODB,1059725,,,,,,,,,,,,,,2489.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
248,LBY,Libya,Zuenita,WRI1023826,335.0,30.9564,20.1164,Gas,Oil,,,1994.0,General Electricity Company of Libya,Arab Union of Electricity,http://www.auptde.org/PublicationsFile.aspx?lang=en&CID=855,WRI,,,,,,,,,,,,,,,1336.5,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
249,MDG,Madagascar,Ambatolampy,WKS0072179,25.0,-19.489,47.445,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,56.49,57.93,56.85,57.76,57.96,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
250,MDG,Madagascar,Ambatovy,WRI1023098,120.0,-18.8356,48.3125,Coal,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,1076480,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
251,MDG,Madagascar,Ambohimanambola,WRI1023092,19.71,-19.8,46.6167,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1020142,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
252,MDG,Madagascar,Andekaleka,WRI1023093,58.0,-18.7942,48.6193,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1020143,,,,,,,,,,241.96,189.01,190.1,188.64,176.43,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
253,MDG,Madagascar,Antelomita,WRI1023097,8.9,-19.0119,47.7033,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1020144,,,,,,,,,,33.38,27.8,22.91,27.99,23.74,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
254,MDG,Madagascar,La Mandraka,WRI1023094,24.0,-18.9213,47.9295,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1020146,,,,,,,,,,100.22,67.91,69.9,48.8,60.01,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
255,MDG,Madagascar,Majunga,WRI1023100,13.0,-15.702,46.4027,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
256,MDG,Madagascar,Mandroseza,WRI1023099,40.0,-18.8491,47.4807,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1067276,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
257,MDG,Madagascar,Sahanivotry,WRI1026779,16.5,-20.2003,47.1328,Hydro,,,,,HYDELEC Madagascar SA,CDM,https://cdm.unfccc.int/Projects/DB/TUEV-SUED1269612670.69/view,Power Africa,1076389,,,,,,,,,,55.0,36.09,36.09,36.19,36.09,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
258,MDG,Madagascar,Tamatave,WRI1023095,16.59,-18.1667,49.3833,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
259,MDG,Madagascar,Toliary (Tulear),WRI1023096,12.98,-23.35,43.6667,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1020148,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
260,MDG,Madagascar,Tsiazompaniry,WRI1026780,5.25,-19.2478,47.8339,Hydro,,,,,HENRI FRAISE FILS & CIE,CDM,https://cdm.unfccc.int/Projects/DB/RINA1323809385.82/view,Power Africa,1076410,,,,,,,,,,19.15,16.34,13.45,16.45,13.94,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
261,MWI,Malawi,Chichiri (Blantyre),WRI1023101,15.5,-15.7833,35.0,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
262,MWI,Malawi,Kapichira,WRI1023102,128.0,-15.8957,34.7538,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1014340,,,,,,,,,,524.98,547.04,578.76,575.82,574.24,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
263,MWI,Malawi,Nchalo Mill,WRI1023103,10.0,-15.7833,35.0,Biomass,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1058613,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
264,MWI,Malawi,Nkula,WRI1023104,124.0,-15.558,34.787,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1014346|1063550,,,,,,,,,,492.03,492.03,560.67,557.82,556.3,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
265,MWI,Malawi,Tedzani Falls,WRI1023105,91.6,-15.55,34.7833,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1014347,,,,,,,,,,373.56,373.56,424.27,422.19,421.04,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
266,MLI,Mali,Felou Hydroelectric Power Plant Mali,GEODB0043693,62.3,14.3582,-11.3492,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1066578,2017.0,,,,,,,,,285.23,284.17,258.62,262.01,285.23,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
267,MLI,Mali,Manantali Hydroelectric Power Plant Mali,GEODB0042546,200.0,13.1956,-10.4289,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1028444,2017.0,,,,,,,,,1007.42,702.69,939.21,889.38,1007.42,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
268,MLI,Mali,Selingue Hydroelectric Power Plant Mali,GEODB0042549,44.0,11.6383,-8.23,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1016308,2017.0,,,,,,,,,251.31,251.31,199.21,199.76,211.22,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
269,MLI,Mali,Sotuba Hydroelectric Power Plant Mali,GEODB0042550,5.2,12.6379,-7.9254,Hydro,,,,,,GEODB,http://globalenergyobservatory.org,GEODB,1016310,2017.0,,,,,,,,,24.78,24.28,22.7,22.97,22.01,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
270,MRT,Mauritania,Guelbs El Rhein,WRI1023106,66.6,22.8767,-12.302,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,1029229,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
271,MRT,Mauritania,Nouadhibou,WRI1023107,120.0,20.8954,-17.0572,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
272,MRT,Mauritania,Nouakchott (Solar),WRI1023108,30.0,18.1528,-15.9842,Solar,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,,,,,,,,,,,68.55,75.34,74.91,76.64,78.13,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
273,MRT,Mauritania,Nouakchott (Thermal),WRI1023109,51.804,18.046,-15.9748,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,1029266,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
274,MRT,Mauritania,Nouakchott (Wind),WRI1023111,30.0,17.9651,-15.9851,Wind,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,1099947,,,,,,,,,,,,,,90.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
275,MRT,Mauritania,Zouerate,WRI1023110,14.4,22.7231,-12.484,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,1029231,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
276,MRT,Mauritania,Zouerate (Solar),WRI1063723,3.0,22.7241,-12.4578,Solar,,,,2018.0,,SNIM,http://www.snim.com/e/index.php/recherche-a-developpement/development/projects/68-zouerates-solar-power-plant.html,WRI,,,,,,,,,,,,,,,4.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
277,MUS,Mauritius,Bambous,WRI1023130,15.0,-20.2616,57.4318,Solar,,,,,Sarako Energy,Sarako,http://www.sarako.mu/en/media.html,Power Africa,1101800,,,,,,,,,,35.49,35.18,35.18,35.32,35.18,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
278,MUS,Mauritius,Beau Champ,WKS0072749,14.2,-20.261,57.771,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,33.42,33.12,33.12,33.23,33.12,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
279,MUS,Mauritius,Belle Vue power station,WRI1023112,70.0,-20.0667,57.5982,Coal,,,,2000.0,Comp Therm Belle Vue (Ctvb),African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1042113,,,,,,,,,,,,,,470.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
280,MUS,Mauritius,Champagne Mauritius,WRI1023113,30.0,-20.3655,57.6782,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1011884,,,,,,,,,,,,,,44.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
281,MUS,Mauritius,Ctds power station,WRI1023114,35.0,-20.48,57.55,Coal,,,,2005.0,Compagnie Thermique Sud (Ctds),African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1065687,,,,,,,,,,,,,,235.48,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
282,MUS,Mauritius,Deep River,WRI1023115,24.65,-20.2753,57.7567,Biomass,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1054234,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
283,MUS,Mauritius,Ferney,WRI1023116,10.0,-20.3611,57.6978,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1042003,,,,,,,,,,,,,,14.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
284,MUS,Mauritius,Fort George,WRI1023117,137.424,-20.1457,57.4928,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1011885,,,,,,,,,,,,,,355.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
285,MUS,Mauritius,Fort Victoria,WRI1023118,50.38,-20.1634,57.477,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1011886|1086569,,,,,,,,,,,,,,130.14,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
286,MUS,Mauritius,Fort William Ceb,WRI1023119,150.0,-20.1522,57.4783,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,387.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
287,MUS,Mauritius,Fuel,WRI1023120,39.7,-20.212,57.6917,Biomass,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1042034,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
288,MUS,Mauritius,Henrietta MU,WKS0072748,25.6,-20.334,57.463,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,61.38,60.76,60.76,61.01,60.76,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
289,MUS,Mauritius,Medine Mill,WRI1023122,13.0,-20.2613,57.3936,Biomass,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1054233,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
290,MUS,Mauritius,Mon Loisir,WRI1023123,12.0,-20.0328,57.6192,Biomass,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1054238,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
291,MUS,Mauritius,Mon Tresor,WRI1023124,12.5,-20.4467,57.6717,Biomass,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1054235,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
292,MUS,Mauritius,Nicolay,WRI1023125,84.64,-20.1667,57.525,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1042002,,,,,,,,,,,,,,218.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
293,MUS,Mauritius,Plaine des Roches,WKS0062527,15.0,-20.1457,57.7016,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,35.49,35.18,35.18,35.32,35.18,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
294,MUS,Mauritius,Queen Victoria,WKS0072746,13.8,-20.2314,57.7036,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,32.47,32.19,32.19,32.29,32.19,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
295,MUS,Mauritius,Savannah Estate Sidec power station,WRI1023126,105.0,-20.4728,57.6274,Coal,,,,2007.0,Compagnie Thermique Savannah,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1059542,,,,,,,,,,,,,,706.46,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
296,MUS,Mauritius,Solitude,WKS0072747,28.3,-20.075,57.54,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,68.2,67.51,67.51,67.79,67.51,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
